idPlat,nomAliment
6619241591,Rayon
6917749046,Appel
9799489308,Courgette
8057609527,Myrtille
4385696112,Champignon
5110757322,Poste
1083462803,Poisson
7595306341,Triste
2323924955,Troisième
1038743491,Occuper
5987148389,Combat
9994976677,Poire
8057609527,Avocat
4799794687,Boire
9986953762,Myrtille
7764534831,Chou-fleur
5660011343,Poste
5987148389,Certain
4799794687,Devoir
1152691196,Lequel
1038743491,Cinquante
1175797587,Certain
4857303537,Myrtille
7554316743,Chou-fleur
1083462803,Cela
5618860986,Cinquante
7649795732,Hauteur
3892727500,Chou-fleur
6619241591,Dent
1119696326,Lequel
3892727500,Cher
3464135256,Poste
2197875385,Poisson
9535519519,Certain
2513051733,Intérêt
3519947834,Donner
8995836738,Hauteur
4918855533,Donner
3892727500,Ail
2371200334,Fromage à raclette
8322732394,Sûr
1083462803,Renverser
2323924955,Renverser
6899468837,Avocat
5660011343,Général
6491674055,Général
2951947567,Poisson
8108805430,Radis
3146814931,Général
6055969166,Acheter
5618860986,Donner
2438598449,Comprendre
9027227699,Renverser
1152691196,Dent
1175797587,Troisième
6619241591,Fromage à raclette
7546078620,Kiwi
2951947567,Rayon
4618128366,Boire
4918855533,Triste
3519947834,Kiwi
1038743491,Avocat
2046483417,Myrtille
2160317889,Général
8057609527,Lutter
2197875385,Rejoindre
5027351900,Kiwi
1119696326,Dent
6505112710,Hauteur
2323924955,Fromage à raclette
3773658567,Cher
2323924955,Mari
6917749046,Courgette
4928939414,Chou-fleur
4618128366,Myrtille
8322732394,Cher
8165625129,Aventure
8183225775,Jambon cru
2371200334,Lentilles
8322732394,Ail
1234462093,Lutter
7741840097,Intérêt
1146819714,Général
1083462803,Campagne
1781608790,Certain
1146819714,L'une
9027227699,Fumer
8183225775,Général
8128288521,Avocat
8108805430,Entourer
6055969166,Fromage à raclette
3548052853,Renverser
6055969166,Mari
6619241591,Lentilles
3480239684,Affirmer
2371200334,Avocat
1119696326,Mari
7661915254,Dent
4236363426,Jambon cru
1995235102,Boire
1633529622,Ail
6055969166,Cinquante
5360189686,Poire
8400559440,Combat
1119696326,Cinquante
2323924955,Donner
1083462803,Lentilles
1834006314,Général
1834006314,L'une
2197875385,Cinquante
2862606210,Radis
5360189686,Le
9397758577,Betterave
8183225775,Le
3859270303,Cela
8183225775,Courgette
5764702555,Masse
1733579277,Poste
1152691196,Donner
4398541482,Poire
3859270303,Acheter
5693628988,Boire
7595306341,Radis
7661915254,Occuper
4385696112,Boire
7661915254,Fromage à raclette
7773615955,Masse
3548052853,Cinquante
3464135256,Champignon
1834006314,Courgette
4385696112,Devoir
7595306341,Général
7554316743,Rayon
7661915254,Cinquante
7595306341,L'une
9027227699,Triste
2197875385,Donner
3892727500,Lequel
7764534831,Cela
8995836738,Myrtille
7773615955,Renverser
7595306341,Dresser
1733579277,Jambon cru
7661915254,Campagne
1234462093,Jambon cru
1733579277,Radis
9676603735,Appel
4065785092,Intérêt
7741840097,Le
7834906143,Boire
8057609527,Dresser
2572799101,Cher
5027351900,Sûr
1119696326,Triste
6917749046,Hauteur
2371200334,Lutter
2951947567,Lentilles
6080122281,Appel
2197875385,Triste
7764534831,Dent
2438598449,Boire
5977369836,Poisson
7554316743,Masse
7841576169,Sûr
3892727500,Acheter
7773615955,Occuper
1175797587,Donner
3485556538,Général
8108805430,Hauteur
2046483417,Intérêt
2438598449,Devoir
3892727500,Masse
1152691196,Intéresser
2323924955,Affirmer
3519947834,Chou-fleur
5962408522,Sûr
3480239684,Cher
1668009813,Cinquante
7773615955,Fumer
5789405435,Ail
4918855533,Cher
4236363426,Champignon
1733579277,Courgette
7546078620,Betterave
3892727500,Renverser
4799794687,Poire
5977369836,Cela
9986953762,Entourer
7741840097,Champignon
5618860986,Chou-fleur
4857303537,Courgette
7764534831,Mari
5764702555,Lentilles
9676603735,Général
7764534831,Cinquante
1038743491,Général
6080122281,Jambon cru
4065785092,Poire
6080122281,Radis
7554316743,Fromage à raclette
5962408522,Chou-fleur
4903673137,Poire
4928939414,Cela
8057609527,Champignon
7741840097,Comprendre
5764702555,Avocat
4928939414,Acheter
4385696112,Kiwi
4814350155,Myrtille
3892727500,Cinquante
1175797587,Intéresser
9397758577,Lequel
8763640282,Myrtille
4928939414,Rejoindre
1733579277,Champignon
2371200334,Jambon cru
4236363426,Certain
3773658567,Renverser
3892727500,Campagne
8763640282,Avocat
8128288521,L'une
1972817438,Certain
8400559440,Mari
7741840097,Certain
2356930686,Comprendre
7649795732,Intérêt
1038743491,Entourer
5796896259,Avocat
2046483417,Le
5977369836,Fromage à raclette
1781608790,Donner
2371200334,L'une
9027227699,Poste
6619241591,Radis
2018077063,Troisième
4394279237,Renverser
4385696112,Intéresser
8128288521,Poire
3146814931,Boire
4857303537,Aventure
2323924955,Chou-fleur
7661915254,Lutter
2197875385,Appel
3773658567,Fromage à raclette
5977369836,Campagne
6619241591,Général
9397758577,Rejoindre
9799489308,Lutter
9986953762,Combat
6055969166,Poste
4799794687,Comprendre
4385696112,Affirmer
4928939414,Occuper
2356930686,Certain
4928939414,Fromage à raclette
9193320022,Cela
6491674055,Myrtille
2951947567,Appel
4394279237,Occuper
1733579277,Hauteur
6899468837,Aventure
4394279237,Fromage à raclette
2371200334,Entourer
6491674055,Avocat
4618128366,Betterave
3464135256,Devoir
5764702555,Lutter
3644016111,Sûr
4394279237,Fumer
4799794687,Certain
5987148389,Poire
9193320022,Renverser
9027227699,Général
5789405435,Poisson
1038743491,Aventure
1119696326,Ail
9027227699,Dresser
6619241591,Entourer
1633529622,Cinquante
4903673137,Combat
2018077063,Renverser
3773658567,Lentilles
7773615955,Lutter
2572799101,Masse
6899468837,Certain
5360189686,Devoir
8183225775,Devoir
5977369836,Triste
1972817438,Cela
2046483417,Comprendre
9397758577,Cinquante
2197875385,Général
9027227699,Courgette
9193320022,Occuper
9193320022,Mari
9676603735,Hauteur
3548052853,Radis
4394279237,Lentilles
3773658567,Avocat
7841576169,Poisson
4236363426,Boire
9994976677,Affirmer
7661915254,Jambon cru
5789405435,Masse
4918855533,Acheter
1995235102,Betterave
4799794687,Troisième
1972817438,Dent
4918855533,Masse
3548052853,L'une
1834006314,Myrtille
3859270303,Poste
4799869690,Lequel
5789405435,Renverser
3548052853,Dresser
9397758577,Donner
8763640282,Intérêt
7834906143,Poire
9397758577,Lentilles
3519947834,Renverser
2572799101,Fromage à raclette
7661915254,Dresser
5796896259,Intérêt
8400559440,Affirmer
6417594223,Avocat
8995836738,Betterave
5618860986,Masse
8057609527,Boire
4385696112,Ail
3859270303,Chou-fleur
3548052853,Courgette
9397758577,Triste
7661915254,Courgette
1668009813,Jambon cru
1733579277,Boire
3464135256,Kiwi
7773615955,Jambon cru
6742630739,Lequel
3480239684,Fromage à raclette
2018077063,Donner
4918855533,Fromage à raclette
7554316743,Intérêt
4065785092,Cela
7554316743,Poste
5027351900,Occuper
7546078620,Cinquante
9193320022,Triste
4398541482,Donner
6491674055,Intérêt
7773615955,Général
3519947834,Cinquante
3859270303,Dresser
3146814931,Intérêt
8995836738,Comprendre
3773658567,Lutter
5360189686,Kiwi
5764702555,Courgette
5027351900,Fumer
8165625129,Le
1152691196,Rayon
5027351900,Cinquante
4814350155,Poire
8995836738,Combat
9994976677,Chou-fleur
9027227699,Hauteur
9397758577,Affirmer
4799869690,Fromage à raclette
8995836738,Certain
5989651783,Troisième
4903673137,Devoir
9676603735,Boire
5977369836,Poste
7846259436,Betterave
1152691196,Acheter
5796896259,Le
5110757322,Dresser
4928939414,Appel
8165625129,Betterave
4799869690,Cinquante
5989651783,Rayon
5360189686,Intéresser
7661915254,Aventure
9676603735,Myrtille
7546078620,Triste
4814350155,Betterave
1038743491,Myrtille
1119696326,Acheter
9986953762,Donner
5977369836,Cher
4928939414,Poste
5110757322,Le
3644016111,Lequel
7834906143,Certain
1119696326,Rejoindre
2197875385,Masse
7554316743,Courgette
8057609527,Kiwi
4394279237,Poste
7841576169,Myrtille
7649795732,Lequel
6917749046,Le
8128288521,Devoir
8763640282,Champignon
1972817438,Intéresser
7841576169,Avocat
2323924955,Fumer
5989651783,Dent
4385696112,Poisson
4928939414,Jambon cru
9535519519,Rayon
2572799101,Lutter
2160317889,Le
8165625129,Combat
8322732394,Général
4903673137,Donner
1152691196,Cinquante
4814350155,Comprendre
8322732394,L'une
5796896259,Aventure
7595306341,Intérêt
5693628988,Cela
5360189686,Sûr
5764702555,Hauteur
3859270303,Rayon
4928939414,Dresser
1633529622,Jambon cru
1633529622,Radis
7834906143,Lequel
5989651783,Mari
5693628988,Rejoindre
5789405435,Lutter
5660011343,Champignon
5796896259,Combat
6417594223,Général
6619241591,Avocat
2160317889,Betterave
2438598449,Troisième
1733579277,Intérêt
7773615955,Hauteur
3146814931,Champignon
4918855533,Lutter
4928939414,Courgette
3773658567,Entourer
1633529622,Dresser
2438598449,Lequel
2513051733,Betterave
1834006314,Poire
3644016111,Occuper
4385696112,Renverser
3859270303,Masse
8108805430,Champignon
3892727500,Aventure
1175797587,Fromage à raclette
1995235102,Fromage à raclette
7846259436,Troisième
6491674055,Comprendre
6917749046,Comprendre
2046483417,Kiwi
1175797587,Fumer
6417594223,Le
6080122281,Lutter
4394279237,Entourer
3644016111,Cinquante
2438598449,Cela
7546078620,Sûr
9027227699,Avocat
1152691196,Avocat
9193320022,L'une
2438598449,Acheter
1119696326,Myrtille
5962408522,Lutter
5693628988,Mari
9193320022,Dresser
2951947567,Boire
2572799101,Jambon cru
2438598449,Rejoindre
5660011343,Certain
6055969166,Avocat
3480239684,Poste
8322732394,Champignon
1119696326,Avocat
4918855533,Poste
8057609527,Poire
9676603735,Intérêt
8400559440,Poisson
1834006314,Betterave
5693628988,Campagne
2438598449,Renverser
5987148389,Donner
1781608790,Rejoindre
8165625129,Cela
3644016111,Lentilles
1175797587,Lentilles
7297936542,Chou-fleur
1234462093,Poire
2862606210,Betterave
9994976677,Rejoindre
7834906143,Fromage à raclette
6417594223,Champignon
1733579277,Le
6742630739,Lutter
7595306341,Betterave
7661915254,Avocat
2323924955,Lutter
2356930686,Cher
8057609527,Betterave
9986953762,Chou-fleur
8128288521,Affirmer
3519947834,Général
4065785092,Appel
4918855533,Général
1834006314,Comprendre
2356930686,Ail
1633529622,Aventure
9986953762,Cher
1781608790,Fromage à raclette
8322732394,Hauteur
7595306341,Champignon
4928939414,Hauteur
7841576169,Jambon cru
9994976677,Occuper
6742630739,Appel
8995836738,Kiwi
2862606210,Comprendre
6417594223,Combat
6619241591,Intérêt
7841576169,Général
4799794687,Ail
4799869690,Ail
1668009813,Myrtille
5796896259,Devoir
2046483417,Sûr
9994976677,Cinquante
6491674055,Cela
3464135256,Lequel
9676603735,Le
3146814931,Cela
9193320022,Aventure
5962408522,Général
1668009813,Avocat
1083462803,Intérêt
5962408522,L'une
7649795732,Intéresser
5110757322,Boire
8108805430,Cela
4903673137,Cher
5110757322,Devoir
9027227699,Intérêt
8995836738,Intéresser
3464135256,Cela
1152691196,Poste
1733579277,Comprendre
6917749046,Boire
7595306341,Certain
8400559440,Campagne
1119696326,Intérêt
2323924955,Jambon cru
1146819714,Cela
4398541482,Lequel
2197875385,Intérêt
2046483417,Ail
6742630739,Général
2160317889,Dent
2513051733,Rejoindre
3464135256,Dent
1733579277,Certain
3485556538,Combat
1152691196,Jambon cru
5989651783,Poste
7846259436,Kiwi
3892727500,Avocat
5360189686,Acheter
5027351900,Champignon
9994976677,Avocat
1146819714,Rejoindre
3480239684,Aventure
5360189686,Masse
3485556538,Certain
4918855533,Aventure
5618860986,Champignon
8183225775,Rejoindre
1972817438,Lequel
2018077063,Masse
1146819714,Renverser
5360189686,Rejoindre
9027227699,L'une
7595306341,Troisième
3859270303,Lutter
4236363426,Cela
2197875385,Radis
1995235102,Poste
2323924955,Courgette
2323924955,Le
8322732394,Devoir
2513051733,Fromage à raclette
4394279237,Boire
5987148389,Chou-fleur
1972817438,Acheter
1152691196,Courgette
5989651783,Général
1834006314,Boire
3464135256,Campagne
2513051733,Cinquante
4928939414,Myrtille
9986953762,Lequel
1995235102,Chou-fleur
1146819714,Mari
7297936542,Acheter
7764534831,Lutter
1633529622,Boire
9027227699,Entourer
7297936542,Masse
6055969166,Le
3480239684,Masse
6619241591,Champignon
3859270303,Intérêt
2371200334,Comprendre
7649795732,Ail
8995836738,Chou-fleur
2197875385,Le
6055969166,Entourer
2160317889,Donner
9986953762,Cela
4799794687,Rayon
4398541482,Fromage à raclette
8183225775,Campagne
3892727500,Lutter
3146814931,Kiwi
2438598449,Sûr
4385696112,Jambon cru
6619241591,Comprendre
4385696112,Radis
7661915254,Poire
3548052853,Le
9027227699,Champignon
1781608790,Appel
2371200334,Certain
4236363426,Fumer
1146819714,Lentilles
5693628988,Général
5110757322,Intéresser
7741840097,Mari
4799794687,Acheter
3464135256,Triste
7297936542,Occuper
1175797587,Courgette
1083462803,Comprendre
5360189686,Lentilles
4385696112,L'une
4799794687,Masse
2513051733,Triste
6055969166,Champignon
9027227699,Aventure
1781608790,Poste
6491674055,Intéresser
1234462093,Devoir
6080122281,Troisième
2197875385,Champignon
3892727500,Intérêt
4398541482,Lentilles
4065785092,Acheter
5764702555,Poire
2046483417,Lequel
4799869690,Renverser
9799489308,Chou-fleur
6899468837,Rejoindre
9986953762,Occuper
2438598449,Jambon cru
5764702555,Le
4236363426,Donner
9027227699,Combat
7764534831,Jambon cru
4236363426,Lentilles
6055969166,Comprendre
2160317889,Intéresser
9799489308,Cher
8128288521,Poisson
7846259436,Chou-fleur
2862606210,Donner
1972817438,Lentilles
4903673137,Dent
1781608790,Radis
1152691196,Hauteur
3519947834,Boire
1175797587,Champignon
3859270303,Entourer
7595306341,Donner
1668009813,Entourer
4918855533,Devoir
1781608790,L'une
8165625129,Ail
8128288521,Cela
4814350155,Chou-fleur
2046483417,Dent
8763640282,Chou-fleur
3644016111,Aventure
9535519519,Champignon
7764534831,Le
7841576169,Boire
4814350155,Ail
1083462803,Troisième
2951947567,Combat
4903673137,Mari
6491674055,Sûr
8763640282,Ail
1733579277,Donner
5027351900,Myrtille
7554316743,Poire
7841576169,Devoir
5987148389,Rayon
5962408522,Boire
1038743491,Mari
3859270303,Champignon
1668009813,Champignon
2046483417,Occuper
3892727500,Le
2160317889,Sûr
1834006314,Affirmer
7661915254,Certain
3644016111,Hauteur
2018077063,Lutter
9994976677,Entourer
2513051733,Appel
4618128366,Mari
6899468837,Lentilles
8128288521,Occuper
7773615955,Comprendre
8400559440,Courgette
2513051733,Poste
5360189686,Appel
5977369836,Le
7649795732,Masse
8128288521,Cinquante
1146819714,Poste
1972817438,Lutter
3464135256,Chou-fleur
8322732394,Poire
7764534831,Aventure
1234462093,Intéresser
6505112710,Poisson
4903673137,Triste
9397758577,Jambon cru
9397758577,Radis
5789405435,Kiwi
4385696112,Masse
8995836738,Rejoindre
3464135256,Ail
2513051733,Chou-fleur
1152691196,Boire
1834006314,Sûr
9799489308,Poisson
2513051733,Ail
1234462093,Affirmer
9397758577,Général
7764534831,Combat
1146819714,Cher
1633529622,Poire
7846259436,Poisson
5618860986,Kiwi
2438598449,Hauteur
7764534831,Certain
1995235102,Fumer
7297936542,Appel
5764702555,Troisième
5977369836,Champignon
5360189686,Radis
4236363426,Poste
7841576169,Kiwi
8165625129,Poisson
9799489308,Cela
8995836738,Occuper
6505112710,Masse
1972817438,Poste
8165625129,Lequel
8995836738,Fromage à raclette
1834006314,Chou-fleur
7554316743,Certain
5962408522,Kiwi
8165625129,Rayon
2951947567,Dent
3480239684,Intérêt
9676603735,Intéresser
1834006314,Cher
9799489308,Rejoindre
5989651783,Myrtille
8763640282,Poisson
2371200334,Kiwi
9986953762,Appel
4928939414,Champignon
8763640282,Lequel
3548052853,Devoir
5764702555,Cela
5989651783,Avocat
7846259436,Masse
2862606210,Cher
4398541482,Dresser
8165625129,Acheter
4236363426,Général
7297936542,Jambon cru
5962408522,Intéresser
8165625129,Rejoindre
7546078620,Radis
5764702555,Dent
1972817438,L'une
3773658567,Combat
8763640282,Acheter
8165625129,Renverser
7649795732,Myrtille
4814350155,Masse
8995836738,Lentilles
4398541482,Courgette
1083462803,Kiwi
6899468837,Appel
7546078620,Général
1083462803,Triste
9193320022,Betterave
7297936542,L'une
7554316743,Lequel
1733579277,Chou-fleur
5693628988,Myrtille
1234462093,Chou-fleur
1633529622,Comprendre
9799489308,Fumer
3146814931,Lequel
3485556538,Chou-fleur
9397758577,Aventure
9676603735,Sûr
7846259436,Mari
3146814931,Rayon
9193320022,Champignon
3519947834,Poire
5796896259,Renverser
7741840097,Courgette
4857303537,Ail
4394279237,Certain
7546078620,Le
6055969166,Kiwi
7846259436,Cinquante
4799869690,Jambon cru
9986953762,L'une
3548052853,Donner
1119696326,Kiwi
6742630739,Intérêt
8165625129,Fumer
6899468837,Chou-fleur
7764534831,Boire
8165625129,Cinquante
5660011343,Acheter
8763640282,Occuper
4814350155,Mari
4799794687,Général
4799869690,L'une
1781608790,Boire
3146814931,Masse
9676603735,Chou-fleur
5789405435,Betterave
1038743491,Chou-fleur
6917749046,Dent
4928939414,Troisième
6899468837,Général
7773615955,Campagne
7846259436,Lentilles
8183225775,Rayon
1038743491,Ail
2356930686,Boire
2018077063,Combat
6080122281,Cher
5360189686,Hauteur
3480239684,Champignon
1834006314,Poisson
1972817438,Aventure
2513051733,Renverser
3146814931,Occuper
7546078620,Aventure
3146814931,Fromage à raclette
3146814931,Mari
6742630739,Poire
5977369836,Devoir
6917749046,Fumer
7554316743,Campagne
8108805430,Occuper
4065785092,Entourer
7741840097,Rayon
4236363426,Hauteur
2160317889,Occuper
6917749046,Campagne
3464135256,Occuper
1668009813,Kiwi
4928939414,Boire
1972817438,Hauteur
7595306341,Rayon
1834006314,Masse
4236363426,Acheter
8057609527,Poisson
7297936542,Hauteur
3464135256,Cinquante
1146819714,Occuper
2862606210,Acheter
4618128366,Courgette
5660011343,Donner
6417594223,Dent
6917749046,Lentilles
1119696326,Poire
1083462803,Cher
4385696112,Intérêt
6742630739,Betterave
7764534831,Kiwi
4065785092,Champignon
4618128366,Entourer
7595306341,Acheter
1633529622,Devoir
9397758577,Boire
7554316743,Triste
7595306341,Rejoindre
4857303537,Rayon
2951947567,Sûr
1995235102,Général
6505112710,Appel
9397758577,Devoir
1152691196,Betterave
1834006314,Occuper
3892727500,Kiwi
7661915254,Sûr
7834906143,Poste
1733579277,Acheter
6417594223,Mari
9986953762,Masse
4799794687,Hauteur
2572799101,Cela
1175797587,Poire
2862606210,Occuper
4857303537,Acheter
5693628988,L'une
2438598449,Intérêt
9193320022,Devoir
2513051733,Myrtille
5987148389,Le
3464135256,Avocat
6417594223,Campagne
5027351900,Troisième
1234462093,Renverser
7764534831,Affirmer
5989651783,Betterave
1038743491,Lequel
5764702555,Appel
9676603735,Rayon
4065785092,Hauteur
5764702555,Sûr
6742630739,Combat
7834906143,Jambon cru
1146819714,Myrtille
1995235102,Entourer
2572799101,Dent
2951947567,Cher
3548052853,Cher
9535519519,Poire
2862606210,Campagne
9027227699,Comprendre
7834906143,Radis
7841576169,Troisième
6080122281,Poisson
5360189686,Myrtille
7846259436,Poste
4918855533,Cela
6899468837,Masse
7841576169,Lequel
7834906143,Général
5962408522,Troisième
7834906143,L'une
6417594223,Lentilles
8165625129,Poste
2438598449,Radis
1175797587,Betterave
1234462093,Occuper
9799489308,Jambon cru
9676603735,Acheter
7661915254,Ail
1733579277,Fromage à raclette
1234462093,Mari
7773615955,Appel
1733579277,Fumer
2862606210,Lentilles
1038743491,Rejoindre
5764702555,Chou-fleur
1234462093,Fumer
3485556538,Fromage à raclette
7841576169,Cela
7846259436,Jambon cru
7846259436,Radis
5764702555,Cher
2046483417,Masse
1972817438,Myrtille
7595306341,Lentilles
5962408522,Cela
5110757322,Appel
5110757322,Sûr
1668009813,Chou-fleur
9193320022,Donner
5618860986,Dent
7834906143,Entourer
